指标名称,指标值
ShadowMario_FNF-PsychEngine,0.95
Skyrat-SS13_Skyrat-tg,0.61
solana-labs_solana,2.58
solana-labs_token-list,6.43
sourcegraph_sourcegraph,1.45
spack_spack,1.41
spyder-ide_spyder,0.1
storybookjs_storybook,0.47
strapi_strapi,3.08
sveltejs_kit,0.0
symfony_symfony,0.0
systemd_systemd,0.31
tachiyomiorg_tachiyomi,0.0
tachiyomiorg_tachiyomi-extensions,2.27
tailscale_tailscale,0.0
taosdata_TDengine,0.0
taozhiyu_TyProAction,2.0
TeamNewPipe_NewPipe,2.09
tensorflow_tensorflow,0.0
termux_termux-packages,0.43
tgstation_tgstation,0.0
TP-Lab_tokens,0.0
trinodb_trino,0.2
trustwallet_assets,0.91
type-challenges_type-challenges,0.32
uBlockOrigin_uAssets,0.95
Ultimaker_Cura,0.95
ultralytics_yolov5,0.29
unifyai_ivy,1.11
ValveSoftware_Dota2-Gameplay,0.0
ValveSoftware_Proton,0.0
vectordotdev_vector,0.0
vercel_next.js,0.0
vitejs_vite,0.28
void-linux_void-packages,0.0
webcompat_web-bugs,0.1
wjz304_Redpill-CustomBuild,1.11
woocommerce_woocommerce,0.0
WordPress_gutenberg,0.54
xamarin_xamarin-macios,0.95
xbmc_xbmc,0.0
yt-dlp_yt-dlp,0.33
yuzu-emu_yuzu,0.16
zephyrproject-rtos_zephyr,0.48
zero-to-mastery_start-here-guidelines,0.32
ziglang_zig,3.11
zulip_zulip,0.0
