指标名称,指标值
elastic_elasticsearch,6.83
elastic_kibana,7.41
electron_electron,7.22
element-fi_elf-council-frontend,4.63
element-plus_element-plus,6.66
elementor_elementor,6.25
envoyproxy_envoy,6.74
espressif_esp-idf,3.27
ethereum_ethereum-org-website,7.78
Expensify_App,7.21
expo_expo,4.69
facebook_react,5.77
facebook_react-native,3.31
filecoin-project_filecoin-plus-large-datasets,5.29
files-community_Files,9.43
firebase_firebase-android-sdk,7.59
firebase_flutterfire,5.09
firstcontributions_first-contributions,7.47
flathub_flathub,4.06
flutter_engine,8.63
flutter_flutter,6.88
flutter_plugins,5.16
flybywiresim_a32nx,6.35
freddier_hyperblog,0.48
gatsbyjs_gatsby,6.82
gentoo_gentoo,3.99
getsentry_sentry,6.91
github_codeql,5.28
github_docs,5.26
gitpod-io_gitpod,6.82
go-gitea_gitea,7.24
godotengine_godot,4.69
golang_go,5.34
google-test_signclav2-probe-repo,5.57
google_it-cert-automation-practice,0.26
GoogleChrome_developer.chrome.com,7.55
gradle_gradle,5.49
grafana_grafana,6.34
grafana_loki,7.12
gravitational_teleport,8.21
grpc_grpc,5.04
hashicorp_terraform-provider-aws,3.77
hashicorp_terraform-provider-azurerm,5.95
hashicorp_vault,6.1
helium_denylist,6.9
helix-editor_helix,7.54
home-assistant_core,7.27
home-assistant_frontend,8.12
home-assistant_home-assistant.io,6.37
Homebrew_homebrew-cask,9.2
Homebrew_homebrew-core,4.88
huggingface_transformers,5.4
idsb3t1_KEEP-pipeline-tests-resources,8.02
influxdata_telegraf,4.59
IntelRealSense_librealsense,5.99
istio_istio,8.26
JacksonKearl_testissues,2.36
JetBrains_swot,7.13
jitsi_jitsi-meet,6.83
jlord_patchwork,7.61
joomla_joomla-cms,5.78
JuliaLang_julia,5.02
JuliaRegistries_General,8.09
Kaiserreich_Kaiserreich-4,0.0
keycloak_keycloak,5.8
Koenkk_zigbee2mqtt,9.64
kubernetes_kubernetes,7.29
kubernetes_minikube,8.14
kubernetes_test-infra,9.32
kubernetes_website,7.55
kubevirt_kubevirt,6.87
laravel_framework,8.21
leanprover-community_mathlib,3.16
LeetCode-Feedback_LeetCode-Feedback,1.82
lensapp_lens,6.99
Lightning-AI_lightning,6.79
llvm_llvm-project,4.37
logseq_logseq,8.1
macports_macports-ports,8.22
magento_magento2,2.67
MarlinFirmware_Marlin,6.55
mastodon_mastodon,5.55
matplotlib_matplotlib,5.78
matrix-org_synapse,7.76
mattermost_mattermost-webapp,6.66
mdn_content,9.9
mdn_translated-content,5.78
metabase_metabase,5.7
MetaMask_eth-phishing-detect,8.15
MetaMask_metamask-extension,6.85
metersphere_metersphere,10.0
microsoft_azuredatastudio,9.18
microsoft_fluentui,8.23
microsoft_onnxruntime,5.99
microsoft_playwright,9.79
microsoft_PowerToys,8.58
microsoft_terminal,6.32
microsoft_TypeScript,5.37
microsoft_vcpkg,6.54
microsoft_vscode,5.41
microsoft_vscode-jupyter,9.23
microsoft_winget-pkgs,8.98
microsoft_WSL,7.65
MicrosoftDocs_azure-docs,6.87
MicrosoftDocs_microsoft-365-docs,7.68
MicrosoftDocs_msteams-docs,9.21
microsoftgraph_microsoft-graph-docs,7.46
mlflow_mlflow,5.26
mozilla-mobile_fenix,6.96
mrdoob_three.js,6.13
mui_material-ui,8.36
mui_mui-x,9.05
neovim_neovim,4.69
newrelic_docs-website,9.23
nextcloud_desktop,7.14
nextcloud_server,6.15
NixOS_nixpkgs,5.36
nodejs_node,5.44
nrfconnect_sdk-nrf,6.67
nrwl_nx,7.39
nuxt_framework,7.81
o3de_o3de,7.95
obsproject_obs-studio,4.67
odoo_odoo,1.81
open-mmlab_mmdetection,5.99
open-telemetry_opentelemetry-collector-contrib,8.29
OpenAPITools_openapi-generator,4.32
opencv_opencv,5.26
openhab_openhab-addons,6.3
openjdk_jdk,1.72
openjournals_joss-reviews,6.98
openshift_openshift-docs,6.61
openshift_release,7.82
openssl_openssl,2.26
openvinotoolkit_openvino,4.04
openwrt_openwrt,2.24
oppia_oppia,6.04
PaddlePaddle_Paddle,3.6
PaddlePaddle_PaddleOCR,7.35
pandas-dev_pandas,6.15
php_php-src,2.04
pingcap_tidb,8.13
PixelExperience_android-issues,8.33
postmanlabs_postman-app-support,6.65
PowerShell_PowerShell,5.92
ppy_osu,7.07
PrestaShop_PrestaShop,5.28
prisma_prisma,6.82
project-chip_connectedhomeip,8.71
prusa3d_PrusaSlicer,2.71
python_cpython,4.46
pytorch_pytorch,2.87
qbittorrent_qBittorrent,6.89
qgis_QGIS,7.15
qmk_qmk-firmware,6.79
quarkusio_quarkus,8.4
rails_rails,4.37
rancher_rancher,5.55
rapid7_metasploit-framework,6.05
ray-project_ray,6.99
raycast_extensions,7.66
redis_redis,2.91
Regalis11_Barotrauma,4.0
remix-run_remix,4.8
renovatebot_renovate,8.94
RocketChat_Rocket.Chat,5.07
RPCS3_rpcs3,8.59
rstudio_rstudio,9.47
ruffle-rs_ruffle,8.98
rust-lang_rust,6.98
scikit-learn_scikit-learn,4.72
scipy_scipy,5.8
section-engineering-education_engineering-education,6.36
SerenityOS_serenity,8.69
ShadowMario_FNF-PsychEngine,3.32
Skyrat-SS13_Skyrat-tg,8.32
solana-labs_solana,7.16
solana-labs_token-list,3.96
sourcegraph_sourcegraph,6.7
spack_spack,4.98
spyder-ide_spyder,7.04
storybookjs_storybook,6.08
strapi_strapi,7.17
sveltejs_kit,9.0
symfony_symfony,5.88
systemd_systemd,6.57
tachiyomiorg_tachiyomi,6.72
tachiyomiorg_tachiyomi-extensions,8.81
tailscale_tailscale,9.31
taosdata_TDengine,9.91
taozhiyu_TyProAction,4.44
TeamNewPipe_NewPipe,6.48
tensorflow_tensorflow,4.94
termux_termux-packages,7.09
tgstation_tgstation,8.12
TP-Lab_tokens,6.89
trinodb_trino,5.19
trustwallet_assets,5.63
type-challenges_type-challenges,8.53
uBlockOrigin_uAssets,8.04
Ultimaker_Cura,5.58
ultralytics_yolov5,6.73
unifyai_ivy,4.62
ValveSoftware_Dota2-Gameplay,2.15
ValveSoftware_Proton,4.04
vectordotdev_vector,7.47
vercel_next.js,6.2
vitejs_vite,5.29
void-linux_void-packages,4.55
webcompat_web-bugs,6.59
wjz304_Redpill-CustomBuild,7.3
woocommerce_woocommerce,5.78
WordPress_gutenberg,4.67
xamarin_xamarin-macios,9.8
xbmc_xbmc,6.59
yt-dlp_yt-dlp,5.73
yuzu-emu_yuzu,7.09
zephyrproject-rtos_zephyr,5.53
zero-to-mastery_start-here-guidelines,7.85
ziglang_zig,7.07
zulip_zulip,4.21
